flight_id,date,origin,destination,airline_code,GCD,actual_distance,TIM,TIM_actual_distance
536103276,20190328,ICN,LHR,BA18,8863.736032710949,9347.002685886851,"[2603.9938348198566, 2083.1950678558856, 781.198150445957, 520.7987669639714]","[2756.732663240954, 2205.386130592763, 827.019798972286, 551.3465326481908]"
530906319,20190228,ICN,LHR,BA18,8863.736032710949,9397.503316909182,"[2603.9938348198566, 2083.1950678558856, 781.198150445957, 520.7987669639714]","[2770.8307746097707, 2216.664619687817, 831.2492323829313, 554.1661549219542]"
530911358,20190228,ICN,LHR,KE907,8863.736032710949,9293.838741826043,"[2603.9938348198566, 2083.1950678558856, 781.198150445957, 520.7987669639714]","[2741.891042671035, 2193.512834136828, 822.5673128013105, 548.378208534207]"
520792488,20190101,ICN,LHR,KE907,8863.736032710949,9237.031195224368,"[2603.9938348198566, 2083.1950678558856, 781.198150445957, 520.7987669639714]","[2724.998951740063, 2179.99916139205, 817.4996855220188, 544.9997903480125]"
520792512,20190101,ICN,LHR,BA18,8863.736032710949,0.0,"[2603.9938348198566, 2083.1950678558856, 781.198150445957, 520.7987669639714]","[2603.9938348198566, 2083.1950678558856, 781.198150445957, 520.7987669639714]"
520796238,20190101,ICN,LHR,BA18,8863.736032710949,9370.043816510764,"[2603.9938348198566, 2083.1950678558856, 781.198150445957, 520.7987669639714]","[2763.164987333216, 2210.531989866573, 828.9494961999649, 552.6329974666432]"
541768326,20190426,ICN,LHR,BA18,8863.736032710949,9466.960770764823,"[2603.9938348198566, 2083.1950678558856, 781.198150445957, 520.7987669639714]","[2790.2210059797185, 2232.176804783775, 837.0663017939157, 558.0442011959437]"
536107495,20190328,ICN,LHR,KE907,8863.736032710949,9313.190244754971,"[2603.9938348198566, 2083.1950678558856, 781.198150445957, 520.7987669639714]","[2747.2933443437687, 2197.8346754750155, 824.1880033031307, 549.4586688687539]"
536119862,20190328,ICN,LHR,KE503,8863.736032710949,9389.667134442223,"[2603.9938348198566, 2083.1950678558856, 781.198150445957, 520.7987669639714]","[2768.6431707939555, 2214.9145366351645, 830.5929512381866, 553.7286341587911]"
536125333,20190328,ICN,LHR,OZ521,8863.736032710949,9349.981521015727,"[2603.9938348198566, 2083.1950678558856, 781.198150445957, 520.7987669639714]","[2757.5642558081367, 2206.0514046465096, 827.2692767424411, 551.5128511616274]"
530925571,20190228,ICN,LHR,KE503,8863.736032710949,9341.8033401474,"[2603.9938348198566, 2083.1950678558856, 781.198150445957, 520.7987669639714]","[2755.2811773130384, 2204.2249418504307, 826.5843531939115, 551.0562354626077]"
530931372,20190228,ICN,LHR,OZ521,8863.736032710949,9286.393112855143,"[2603.9938348198566, 2083.1950678558856, 781.198150445957, 520.7987669639714]","[2739.8124685162647, 2191.8499748130116, 821.9437405548792, 547.9624937032529]"
520811618,20190101,ICN,LHR,OZ521,8863.736032710949,9178.532140267216,"[2603.9938348198566, 2083.1950678558856, 781.198150445957, 520.7987669639714]","[2706.036249579257, 2164.8289996634053, 811.810874873777, 541.2072499158513]"
525966332,20190131,ICN,LHR,KE907,8863.736032710949,9380.842925545678,"[2603.9938348198566, 2083.1950678558856, 781.198150445957, 520.7987669639714]","[2766.1797425704503, 2212.9437940563603, 829.8539227711352, 553.2359485140901]"
