flight_id,date,origin,destination,airline_code,GCD,actual_distance,mean_latitude,actual_latitude,geta,zeta_1,zeta_2
792405611,20230217,NRT,HEL,AY74,7831.487310198503,12328.315830195146,48.0415325,63.52238437674633,1.574198532396353,1.574198532396353,1.3222389268441077
785841450,20230113,NRT,HEL,AY74,7831.487310198503,12533.981736945567,48.0415325,63.34279020189426,1.6004599433651985,1.6004599433651985,1.318500616146961
800031189,20230328,NRT,HEL,AY74,7831.487310198503,12416.072649337651,48.0415325,63.86363290114353,1.5854041713339562,1.5854041713339562,1.3293421249861987
800246675,20230329,NRT,HEL,AY74,7831.487310198503,12375.319375773623,48.0415325,63.37160766003165,1.5802003994385516,1.5802003994385516,1.3191004608362908
792793082,20230219,NRT,HEL,AY74,7831.487310198503,12363.409746355595,48.0415325,63.75906087947884,1.5786796628343414,1.5786796628343414,1.3271654246141884
808097532,20230505,NRT,HEL,AY74,7831.487310198503,11892.964048476479,48.0415325,63.71443298461573,1.5186086087362924,1.5186086087362924,1.32623648058304
786178779,20230115,NRT,HEL,AY74,7831.487310198503,12340.683917621203,48.0415325,64.19028342964681,1.5757778093505468,1.5757778093505468,1.3361414611335891
800681403,20230331,NRT,HEL,AY74,7831.487310198503,12325.919955215259,48.0415325,63.21494437859394,1.5738926039200638,1.5738926039200638,1.3158394640844135
814967039,20230604,NRT,HEL,AY74,7831.487310198503,12505.444363772014,48.0415325,63.331796135606226,1.5968160157122238,1.5968160157122238,1.318271771109846
801038270,20230402,NRT,HEL,AY74,7831.487310198503,12025.634766703877,48.0415325,63.335353771609924,1.5355492884529829,1.5355492884529829,1.3183458244511645
808520122,20230507,NRT,HEL,AY74,7831.487310198503,11863.164739765707,48.0415325,64.13844090234227,1.5148035449558832,1.5148035449558832,1.335062342200309
815414723,20230606,NRT,HEL,AY74,7831.487310198503,12764.48350222577,48.0415325,62.727073438582224,1.6298926368179523,1.6298926368179523,1.3056842730523266
793756083,20230224,NRT,HEL,AY74,7831.487310198503,12320.474466299745,48.0415325,63.905142061503966,1.573197271258486,1.573197271258486,1.3302061515523877
801439658,20230404,NRT,HEL,AY74,7831.487310198503,11904.268274863047,48.0415325,63.22286708283072,1.520052041629537,1.520052041629537,1.3160043777294306
815653925,20230607,NRT,HEL,AY74,7831.487310198503,12356.798491231808,48.0415325,63.23531976279177,1.5778354738748344,1.5778354738748344,1.3162635842807837
808946679,20230509,NRT,HEL,AY74,7831.487310198503,11901.180704794071,48.0415325,64.73481499770416,1.5196577908382531,1.5196577908382531,1.3474760614204837
801649179,20230405,NRT,HEL,AY74,7831.487310198503,12373.52978576821,48.0415325,63.60129441142687,1.5799718872882373,1.5799718872882373,1.3238814646769828
787095736,20230120,NRT,HEL,AY74,7831.487310198503,12775.032497538265,48.0415325,63.06674364238787,1.6312396345074915,1.6312396345074915,1.3127546179420455
794120864,20230226,NRT,HEL,AY74,7831.487310198503,12477.575068127999,48.0415325,63.51051615522553,1.5932573946559498,1.5932573946559498,1.321991885983769
809172465,20230510,NRT,HEL,AY74,7831.487310198503,11889.573536564225,48.0415325,64.55047068347892,1.5181756754021813,1.5181756754021813,1.343638875039611
802081646,20230407,NRT,HEL,AY74,7831.487310198503,11962.559628399018,48.0415325,64.16754246395776,1.5274952451012533,1.5274952451012533,1.3356681005952038
816147517,20230609,NRT,HEL,AY74,7831.487310198503,12762.667774353586,48.0415325,62.74205124197592,1.6296607871321562,1.6296607871321562,1.3059960408626832
787445237,20230122,NRT,HEL,AY74,7831.487310198503,12308.380894361737,48.0415325,64.20488936906861,1.5716530470953107,1.5716530470953107,1.3364454884753856
802477215,20230409,NRT,HEL,AY74,7831.487310198503,11912.365249873157,48.0415325,64.04659766343343,1.5210859416653024,1.5210859416653024,1.3331505955484129
809644497,20230512,NRT,HEL,AY74,7831.487310198503,12689.198604287443,48.0415325,62.78321841824573,1.6202795333350049,1.6202795333350049,1.3068529489196816
795112696,20230303,NRT,HEL,AY74,7831.487310198503,2337.64244208206,48.0415325,41.28021946115141,0.29849278297851295,0.29849278297851295,0.8592610875007247
802887625,20230411,NRT,HEL,AY74,7831.487310198503,2775.664156135592,48.0415325,42.33817974771278,0.35442362940702227,0.35442362940702227,0.8812828722254599
803104840,20230412,NRT,HEL,AY74,7831.487310198503,13260.00902416237,48.0415325,61.33048597789029,1.6931661252766903,1.6931661252766903,1.2766138544371017
817052295,20230613,NRT,HEL,AY74,7831.487310198503,12388.83390797293,48.0415325,62.965403022427246,1.581926065543087,1.581926065543087,1.310645180239145
810069600,20230514,NRT,HEL,AY74,7831.487310198503,12768.118702808442,48.0415325,62.255158588386806,1.6303568143666967,1.6303568143666967,1.295861213178135
788344991,20230127,NRT,HEL,AY74,7831.487310198503,12779.0434700851,48.0415325,64.01516672378324,1.631751794252884,1.631751794252884,1.3324963503981317
795486911,20230305,NRT,HEL,AY74,7831.487310198503,12389.832704884555,48.0415325,62.650887116736484,1.5820536015872715,1.5820536015872715,1.3040984301809373
817268686,20230614,NRT,HEL,AY74,7831.487310198503,11895.710929118472,48.0415325,63.86031439110989,1.5189593570083884,1.5189593570083884,1.3292730491291027
803549839,20230414,NRT,HEL,AY74,7831.487310198503,12423.18606925885,48.0415325,63.52327987252091,1.5863124815487906,1.5863124815487906,1.322257566877595
810497083,20230516,NRT,HEL,AY74,7831.487310198503,12690.571528197483,48.0415325,62.35948385501648,1.62045484153071,1.62045484153071,1.2980327772644737
