,flight_id,date,origin,destination,airline_code,GCD,actual_distance,mean_latitude,actual_latitude,geta,zeta_1,zeta_2,rolling_geta,rolling_zeta_1,rolling_zeta_2,pre_footprint_first,pre_footprint_business,pre_footprint_premium_economy,pre_footprint_economy,post_footprint_first,post_footprint_business,post_footprint_premium_economy,post_footprint_economy,actual_footprint_first,actual_footprint_business,actual_footprint_premium_economy,actual_footprint_economy
252,783735611,2023-01-01,SIN,ZRH,SQ346,10308.666419056575,10715.324639158922,24.404123,26.685192581614835,1.0394481888899418,1.0394481888899418,1.093470664019143,,,,9472.503505957848,7752.2756178918735,3795.285138189923,2931.988025581832,,,,,9631.735119796518,7882.556029214423,3858.887311217528,2981.069361097446
251,783730643,2023-01-01,SIN,ZRH,LX177,10308.666419056575,10660.057896845532,24.404123,27.272320968895485,1.034086996659371,1.034086996659371,1.1175292375348005,,,,9472.503505957848,7752.2756178918735,3795.285138189923,2931.988025581832,,,,,9529.285713308327,7798.733787542264,3817.965758512301,2949.4904957452604
263,783895933,2023-01-02,SIN,ZRH,SQ346,10308.666419056575,10848.614887049864,24.404123,26.368310844575426,1.0523781104212606,1.0523781104212606,1.0804859016886377,1.0394481888899418,1.0394481888899418,1.093470664019143,9472.503505957848,7752.2756178918735,3795.285138189923,2931.988025581832,9631.735119796518,7882.556029214423,3858.887311217528,2981.069361097446,9780.619825153479,8004.370788142844,3918.3565997777223,3026.961379652076
262,783887162,2023-01-02,SIN,ZRH,LX177,10308.666419056575,10610.75882115142,24.404123,27.065791132522502,1.0293047024527242,1.0293047024527242,1.1090663300017995,1.034086996659371,1.034086996659371,1.1175292375348005,9472.503505957848,7752.2756178918735,3795.285138189923,2931.988025581832,9529.285713308327,7798.733787542264,3817.965758512301,2949.4904957452604,9503.77089586719,7777.858027817698,3807.77432859121,2941.6258432101376
269,784059536,2023-01-03,SIN,ZRH,LX177,10308.666419056575,10637.732859450583,24.404123,27.09693383133513,1.0319213394843874,1.0319213394843874,1.110342454483414,1.0316958495560478,1.0316958495560478,1.1132977837683,9472.503505957848,7752.2756178918735,3795.285138189923,2931.988025581832,9516.535462738215,7788.301764348537,3812.872902744808,2945.560375896235,9525.06741361365,7795.282451428437,3816.2808353956198,2948.1902527996
270,784069451,2023-01-03,SIN,ZRH,SQ346,10308.666419056575,10739.385302963668,24.404123,26.80652558850335,1.041782211820422,1.041782211820422,1.0984424881198702,1.0459131496556013,1.0459131496556013,1.0869782828538903,9472.503505957848,7752.2756178918735,3795.285138189923,2931.988025581832,9706.058162868081,7943.3657917275195,3888.574299444409,3003.9785945442195,9642.212040778679,7891.128055472553,3863.0721268143798,2984.2987529342754
278,784235293,2023-01-04,SIN,ZRH,SQ346,10308.666419056575,10730.108077156963,24.404123,26.924116141406707,1.04088226749886,1.04088226749886,1.1032609588718558,1.0445361703772083,1.0445361703772083,1.090799684609217,9472.503505957848,7752.2756178918735,3795.285138189923,2931.988025581832,9684.732845038568,7925.917804412462,3880.05628897046,2997.4053076564287,9623.204248403234,7875.576225347187,3855.4798097462326,2978.4398169321853
288,784398648,2023-01-05,SIN,ZRH,LX177,10308.666419056575,10681.557717796952,24.404123,27.351984946191504,1.036172603087733,1.036172603087733,1.1207936030395973,1.0317710128654942,1.0317710128654942,1.1123126740066713,9472.503505957848,7752.2756178918735,3795.285138189923,2931.988025581832,9519.377600128553,7790.627149486087,3814.008142850153,2946.436432449791,9541.32497831835,7808.584095277737,3822.774624024827,2953.2014623747705
289,784411623,2023-01-05,SIN,ZRH,SQ346,10308.666419056575,10733.536337194711,24.404123,26.905077634742067,1.0412148284624598,1.0412148284624598,1.102480824028877,1.0436226946576213,1.0436226946576213,1.0939150031748768,9472.503505957848,7752.2756178918735,3795.285138189923,2931.988025581832,9669.311298513972,7913.300175437794,3873.8964326029654,2992.6517911850697,9628.000944491321,7879.500794873805,3857.3957627859636,2979.9183439934286
299,784597935,2023-01-06,SIN,ZRH,SQ346,10308.666419056575,10776.025256585272,24.404123,27.365590846883617,1.045336498294749,1.045336498294749,1.1213511277124617,1.0431411214185888,1.0431411214185888,1.095628167345677,9472.503505957848,7752.2756178918735,3795.285138189923,2931.988025581832,9661.03358428322,7906.527500158085,3870.590050157386,2990.1002798383743,9624.237202994076,7876.421370012424,3855.8924046765524,2978.758213446693
298,784585098,2023-01-06,SIN,ZRH,LX177,10308.666419056575,10648.692173233952,24.404123,27.36199559754327,1.0329844560251562,1.0329844560251562,1.1212038063217131,1.032871410421054,1.032871410421054,1.1144329062649028,9472.503505957848,7752.2756178918735,3795.285138189923,2931.988025581832,9524.868317146116,7795.119554318637,3816.2013099316,2948.128883575943,9511.16193494462,7783.9052416083205,3810.726544768161,2943.9040470166747
311,784768920,2023-01-07,SIN,ZRH,LX177,10308.666419056575,10680.010298444224,24.404123,27.754478466891012,1.03602249450047,1.03602249450047,1.1372864522478852,1.0328940195418743,1.0328940195418743,1.1157870862762649,9472.503505957848,7752.2756178918735,3795.285138189923,2931.988025581832,9522.121328018482,7792.872017759663,3815.104075069823,2947.2821553931353,9504.236967865434,7778.239359452626,3807.960492576873,2941.769504607324
312,784779876,2023-01-07,SIN,ZRH,SQ346,10308.666419056575,10773.529484654842,24.404123,26.86716725208785,1.0450943940468305,1.0450943940468305,1.100927382315187,1.0435070175646155,1.0435070175646155,1.0999153274068076,9472.503505957848,7752.2756178918735,3795.285138189923,2931.988025581832,9654.84677239024,7901.4655631547375,3868.1188406342244,2988.1932653770436,9667.233815440699,7911.60041655966,3873.0666197617657,2992.0114306354944
