,flight_id,date,origin,destination,airline_code,GCD,actual_distance,mean_latitude,actual_latitude,geta,zeta_1,zeta_2,z_score_dist,rolling_geta_30D,rolling_zeta_1_30D,rolling_zeta_2_30D,pre_footprint_first_30D,pre_footprint_business_30D,pre_footprint_premium_economy_30D,pre_footprint_economy_30D,post_footprint_first_30D,post_footprint_business_30D,post_footprint_premium_economy_30D,post_footprint_economy_30D,actual_footprint_first_30D,actual_footprint_business_30D,actual_footprint_premium_economy_30D,actual_footprint_economy_30D
129,783707815,2023-01-01,CPH,BKK,TG951,8639.395948887284,9642.113837158817,34.6495003700258,33.421824916400055,1.116063425522322,1.116063425522322,0.964568740082389,-0.06763634100447098,,,,7227.814210320173,5915.189056601257,2896.958624442378,2238.099758280235,,,,,8122.879259129129,6647.515005626768,3254.476084279138,2513.9933883818594
136,783853353,2023-01-02,CPH,BKK,TG951,8639.395948887284,9717.387439386905,34.6495003700258,32.621042973783574,1.1247762571454385,1.1247762571454385,0.9414578168637324,0.03878724129902264,1.116063425522322,1.116063425522322,0.964568740082389,7227.814210320173,5915.189056601257,2896.958624442378,2238.099758280235,8122.879259129129,6647.515005626768,3254.476084279138,2513.9933883818594,8230.117355036145,6735.255265914325,3297.310391905633,2547.0483128304704
140,784025330,2023-01-03,CPH,BKK,TG951,8639.395948887284,9697.018229421134,34.6495003700258,32.707579498521504,1.1224185448601955,1.1224185448601955,0.9439552994771552,0.009988775049449608,1.1204198413338804,1.1204198413338804,0.9530132784730607,7227.814210320173,5915.189056601257,2896.958624442378,2238.099758280235,8175.932496641101,6690.9221999547435,3275.667235398977,2530.346445967226,8207.987471836277,6717.148997841705,3288.4710124229587,2540.2270278100564
145,784190986,2023-01-04,CPH,BKK,TG951,8639.395948887284,9658.630906219983,34.6495003700258,32.9510751907257,1.1179752569928192,1.1179752569928192,0.9509826935118132,-0.044284121811915204,1.121086075842652,1.121086075842652,0.9499939521410923,7227.814210320173,5915.189056601257,2896.958624442378,2238.099758280235,8186.545929937546,6699.605918106381,3279.906578357727,2533.6179161736586,8162.008407225652,6679.529763160287,3270.105511047238,2526.054503633203
150,784365303,2023-01-05,CPH,BKK,TG951,8639.395948887284,9742.949378171275,34.6495003700258,32.269451681574,1.1277350217321762,1.1277350217321762,0.931310735709462,0.07492730920506281,1.1203083711301938,1.1203083711301938,0.9502411374837725,7227.814210320173,5915.189056601257,2896.958624442378,2238.099758280235,8180.4099101232105,6694.585538258288,3277.455656806887,2531.7265577933867,8272.267576130207,6769.741810445829,3314.146531354,2560.0406395029304
156,784549834,2023-01-06,CPH,BKK,TG951,8639.395948887284,9723.189993547508,34.6495003700258,32.92992105826365,1.125447896018681,1.125447896018681,0.9503721758351904,0.04699102831070736,1.1217937012505903,1.1217937012505903,0.9464550571289104,7227.814210320173,5915.189056601257,2896.958624442378,2238.099758280235,8198.543294740719,6709.4219438544305,3284.698707594448,2537.3159675405445,8217.571856625995,6724.990767215111,3292.2993206656693,2543.181305508024
160,784735941,2023-01-07,CPH,BKK,TG951,8639.395948887284,9750.292570960866,34.6495003700258,32.85044563272361,1.1285849877289929,1.1285849877289929,0.9480784796868676,0.08530928720374338,1.1224027337119387,1.1224027337119387,0.9471079102466238,7227.814210320173,5915.189056601257,2896.958624442378,2238.099758280235,8201.710614899637,6712.013387620819,3285.96383604429,2538.2922579872575,8244.855822635309,6747.314012131823,3303.197404815981,2551.591277985327
168,784907742,2023-01-08,CPH,BKK,TG951,8639.395948887284,9743.839684974491,34.6495003700258,32.73619195550478,1.1278380737057727,1.1278380737057727,0.9447810677184784,0.07618604582112522,1.1232859128572321,1.1232859128572321,0.9472465630238014,7227.814210320173,5915.189056601257,2896.958624442378,2238.099758280235,8207.875078685418,6717.057039809184,3288.4261190223597,2540.1923838984994,8245.870641798967,6748.14431872027,3303.602755879647,2551.9040844604883
176,785085271,2023-01-09,CPH,BKK,TG951,8639.395948887284,9654.506257867832,34.6495003700258,33.08636200285495,1.1174978337590016,1.1174978337590016,0.9548871311136402,-0.050115646282447315,1.1238549329632996,1.1238549329632996,0.946938376110636,7227.814210320173,5915.189056601257,2896.958624442378,2238.099758280235,8212.620052555916,6720.939291157774,3290.3214125626782,2541.6549681739225,8151.140354003249,6670.637719614684,3265.7644647885163,2522.7045497280014
178,785269139,2023-01-10,CPH,BKK,TG951,8639.395948887284,9801.568252345754,34.6495003700258,32.832674065679555,1.134520088017051,1.134520088017051,0.9475655843534784,0.15780404680747798,1.1231485886072667,1.1231485886072667,0.9478215711109699,7227.814210320173,5915.189056601257,2896.958624442378,2238.099758280235,8205.758216000497,6715.325061248794,3287.5805767112806,2539.53988503113,8289.088662917242,6783.50451781704,3320.8654086331394,2565.2255483563195
0,785457224,2023-01-11,CPH,BKK,TG951,8639.395948887284,9730.22890784137,34.6495003700258,33.50229279479368,1.1262626421346715,1.1262626421346715,0.9668910788617164,0.05694281024363763,,,,7227.814210320173,5915.189056601257,2896.958624442378,2238.099758280235,,,,,8192.67175777016,6704.617959060338,3282.3534289067775,2535.506132991382
2,785647757,2023-01-12,CPH,BKK,TG951,8639.395948887284,9687.549119445166,34.6495003700258,34.05718853232118,1.1213225064297323,1.1213225064297323,0.9829056167800616,-0.003398874472286459,1.1262626421346715,1.1262626421346715,0.9668910788617164,7227.814210320173,5915.189056601257,2896.958624442378,2238.099758280235,8192.67175777016,6704.617959060338,3282.3534289067775,2535.506132991382,8129.064306749944,6652.575499134706,3256.946589095861,2515.899859026343
