,flight_id,date,origin,destination,airline_code,GCD,actual_distance,mean_latitude,actual_latitude,geta,zeta_1,zeta_2,z_score_dist,rolling_geta_30D,rolling_zeta_1_30D,rolling_zeta_2_30D,pre_footprint_first_30D,pre_footprint_business_30D,pre_footprint_premium_economy_30D,pre_footprint_economy_30D,post_footprint_first_30D,post_footprint_business_30D,post_footprint_premium_economy_30D,post_footprint_economy_30D,actual_footprint_first_30D,actual_footprint_business_30D,actual_footprint_premium_economy_30D,actual_footprint_economy_30D
612,783743365,2023-01-01,FRA,ICN,KE946,8546.290590793822,10167.976726811256,43.749671,42.48105400172225,1.189753217350734,1.189753217350734,0.971002821980587,0.12407774579676133,,,,7135.502619804189,5839.632243494669,2859.9901580568044,2209.5348599390613,,,,,8426.720811474413,6896.083491224851,3375.7437880250814,2607.538194587411
602,783677306,2023-01-01,FRA,ICN,LH8440,8546.290590793822,10120.367605057249,43.749671,42.4938051091045,1.184182482158873,1.184182482158873,0.9712942780553596,0.08896064858429945,,,,7135.502619804189,5839.632243494669,2859.9901580568044,2209.5348599390613,,,,,8387.847371312006,6864.277949273792,3360.2164991420295,2595.5558984009876
609,783713790,2023-01-01,FRA,ICN,OZ776,8546.290590793822,10190.182466641209,43.749671,42.33670230167444,1.192351507169462,1.192351507169462,0.9677033297387412,0.14045698354687725,,,,7135.502619804189,5839.632243494669,2859.9901580568044,2209.5348599390613,,,,,8439.905037025705,6906.8705848577265,3381.009987208353,2611.602082292852
610,783714890,2023-01-01,FRA,ICN,LH712,8546.290590793822,10141.962734175277,43.749671,43.77213888888888,1.186709324522657,1.186709324522657,1.0005135556079698,0.10488949206248507,1.184182482158873,1.184182482158873,0.9712942780553596,7135.502619804189,5839.632243494669,2859.9901580568044,2209.5348599390613,8387.847371312006,6864.277949273792,3360.2164991420295,2595.5558984009876,8464.391541037798,6926.904997231258,3390.7906760268197,2619.149768898853
611,783730793,2023-01-01,FRA,ICN,OZ542,8546.290590793822,10139.645584936528,43.749671,42.383767083938864,1.1864381952866296,1.1864381952866296,0.968779104280324,0.10318033314345806,1.192351507169462,1.192351507169462,0.9677033297387412,7135.502619804189,5839.632243494669,2859.9901580568044,2209.5348599390613,8439.905037025705,6906.8705848577265,3381.009987208353,2611.602082292852,8399.814984928555,6874.069633141878,3364.9967448081848,2599.24477930268
626,783813183,2023-01-02,FRA,ICN,LH8440,8546.290590793822,10210.286506227008,43.749671,43.21714789025461,1.194703877402164,1.194703877402164,0.9878279516720162,0.15528598031236154,1.185445903340765,1.185445903340765,0.9859039168316648,7135.502619804189,5839.632243494669,2859.9901580568044,2209.5348599390613,8423.133202169,6893.148174520423,3374.310782717294,2606.4323547873046,8492.659982786841,6950.033722298656,3402.0819911118065,2627.8631948357024
633,783877383,2023-01-02,FRA,ICN,OZ542,8546.290590793822,10187.315738901005,43.749671,42.52090772475675,1.192016071846997,1.192016071846997,0.9719137710717128,0.13834244849507446,1.189394851228046,1.189394851228046,0.9682412170095326,7135.502619804189,5839.632243494669,2859.9901580568044,2209.5348599390613,8419.858235952364,6890.468656706811,3373.002657006899,2605.422883666552,8444.1776581346,6910.366365765005,3382.716608026281,2612.919069197156
634,783883301,2023-01-02,FRA,ICN,OZ794,8546.290590793822,10195.78924430682,43.749671,42.46799458618715,1.1930075552649544,1.1930075552649544,0.9707043188093268,0.14459261447385077,1.1902685914343627,1.1902685914343627,0.969465401696926,7135.502619804189,5839.632243494669,2859.9901580568044,2209.5348599390613,8427.922042930188,6897.0663169613945,3376.2235980895184,2607.9084605332955,8449.223414928352,6914.494712232621,3384.7320438365123,2614.4743663906847
655,784072283,2023-01-03,FRA,ICN,KE946,8546.290590793822,10170.1913252864,43.749671,42.3843966577721,1.1900123471394557,1.1900123471394557,0.9687934946475848,0.12571126196074436,1.189753217350734,1.189753217350734,0.971002821980587,7135.502619804189,5839.632243494669,2859.9901580568044,2209.5348599390613,8426.720811474413,6896.083491224851,3375.7437880250814,2607.538194587411,8425.067284841338,6894.730605797791,3375.0833168756203,2607.0285137928413
651,784057389,2023-01-03,FRA,ICN,OZ542,8546.290590793822,10187.120645762016,43.749671,42.6283467993534,1.191993244032179,1.191993244032179,0.9743695398155886,0.13819854530016215,1.1909533323920107,1.1909533323920107,0.9697751309750262,7135.502619804189,5839.632243494669,2859.9901580568044,2209.5348599390613,8433.242712984651,6901.419592460501,3378.348843003318,2609.548496615425,8448.107909971373,6913.582026358728,3384.2864756633553,2614.130524663889
