flight_id,date,origin,destination,airline_code,GCD,actual_distance,mean_latitude,actual_latitude,geta,zeta_1,zeta_2
830347371,20230808,LHR,PVG,BA169,9244.034182063435,11026.982415423618,41.307,43.40486474920733,1.1928755560878073,1.1928755560878073,1.0507871486481062
850771953,20231104,LHR,PVG,MU552,9244.034182063435,9529.228485146727,41.307,52.80504633920855,1.0308517144643046,1.0308517144643046,1.2783558800980113
844558971,20231007,LHR,PVG,BA169,9244.034182063435,11202.09693929779,41.307,43.05380648196897,1.2118190736500802,1.2118190736500802,1.0422883889405903
823343897,20230710,LHR,PVG,VS250,9244.034182063435,10990.519949838274,41.307,43.546016129443494,1.1889311239419271,1.1889311239419271,1.0542042784381216
830364658,20230808,LHR,PVG,VS250,9244.034182063435,11008.745565459114,41.307,43.365330003854034,1.1909027323611392,1.1909027323611392,1.0498300531109506
857005797,20231204,LHR,PVG,VS250,9244.034182063435,10972.617379392186,41.307,43.53149724998212,1.186994461864149,1.186994461864149,1.0538527912940208
857015269,20231204,LHR,PVG,BA169,9244.034182063435,10968.72148560186,41.307,43.525624067802674,1.1865730123418305,1.1865730123418305,1.0537106075919982
837842038,20230908,LHR,PVG,BA169,9244.034182063435,10950.93832475382,41.307,43.31164075940155,1.1846492677409566,1.1846492677409566,1.0485302917036228
844581347,20231007,LHR,PVG,VS250,9244.034182063435,11077.282703400419,41.307,43.72221991126344,1.1983169344931792,1.1983169344931792,1.0584699908311772
830460296,20230808,LHR,PVG,MU552,9244.034182063435,9845.600160867765,41.307,51.74368042002812,1.0650761309355143,1.0650761309355143,1.252661302443366
823455028,20230710,LHR,PVG,MU552,9244.034182063435,9523.347769087717,41.307,53.55638735932203,1.0302155510811768,1.0302155510811768,1.2965450736999062
857118724,20231204,LHR,PVG,MU552,9244.034182063435,9588.507625336613,41.307,51.46030167394508,1.0372644060470453,1.0372644060470453,1.24580099435798
844632894,20231007,LHR,PVG,MU534,9244.034182063435,9473.288462037079,41.307,53.74206737349055,1.024800241480984,1.024800241480984,1.3010401959350848
844659185,20231007,LHR,PVG,MU552,9244.034182063435,9491.786710318602,41.307,53.718327853145574,1.026801342722844,1.026801342722844,1.3004654865554404
850868653,20231105,LHR,PVG,VS250,9244.034182063435,10986.304250756999,41.307,43.50433859736092,1.1884750785619291,1.1884750785619291,1.053195308237367
850873359,20231105,LHR,PVG,BA169,9244.034182063435,11211.427255196719,41.307,43.185583261612024,1.2128284074231026,1.2128284074231026,1.0454785692887894
837958412,20230908,LHR,PVG,MU552,9244.034182063435,9486.551083121914,41.307,53.505447384242274,1.026234963683826,1.026234963683826,1.2953118692774173
850966586,20231105,LHR,PVG,MU552,9244.034182063435,9608.1926283649,41.307,51.01369091552445,1.0393938878988631,1.0393938878988631,1.234989007081716
857242992,20231205,LHR,PVG,VS250,9244.034182063435,11136.400648033863,41.307,43.562318598985016,1.2047121882827156,1.2047121882827156,1.0545989444642558
857271861,20231205,LHR,PVG,BA169,9244.034182063435,11151.834012749652,41.307,43.633278288502424,1.2063817369247722,1.2063817369247722,1.0563168055899101
823575303,20230711,LHR,PVG,BA169,9244.034182063435,11016.005948913637,41.307,43.35954760234415,1.1916881452351646,1.1916881452351646,1.0496900671156015
823604594,20230711,LHR,PVG,VS250,9244.034182063435,11058.92984115864,41.307,43.61304820107049,1.1963315608045586,1.1963315608045586,1.0558270559728493
844770357,20231008,LHR,PVG,BA169,9244.034182063435,11240.874831482686,41.307,43.08928257525706,1.21601398373167,1.21601398373167,1.0431472286841712
830585915,20230809,LHR,PVG,BA169,9244.034182063435,11024.883905549992,41.307,43.462344664514426,1.1926485437431646,1.1926485437431646,1.052178678299427
830613949,20230809,LHR,PVG,MU534,9244.034182063435,9559.834566270658,41.307,53.52276327580522,1.034162615367648,1.034162615367648,1.295731069208735
830659251,20230809,LHR,PVG,VS250,9244.034182063435,11006.538910132043,41.307,43.3143907799166,1.1906640210708508,1.1906640210708508,1.0485968668728447
857361253,20231205,LHR,PVG,MU552,9244.034182063435,9596.320420093198,41.307,51.74731594860796,1.0381095776033928,1.0381095776033928,1.252749314852397
838072696,20230909,LHR,PVG,MU534,9244.034182063435,9506.04867377186,41.307,53.46569790765789,1.0283441716622839,1.0283441716622839,1.2943495753179337
838086230,20230909,LHR,PVG,BA169,9244.034182063435,10850.660743558385,41.307,43.50198956544213,1.173801451817687,1.173801451817687,1.0531384405897821
838101325,20230909,LHR,PVG,VS250,9244.034182063435,10862.805973679267,41.307,43.405397063025724,1.1751152970373908,1.1751152970373908,1.0508000354183484
844780285,20231008,LHR,PVG,VS250,9244.034182063435,10988.800508525826,41.307,43.54865228410183,1.1887451184297686,1.1887451184297686,1.0542680970320242
823698150,20230711,LHR,PVG,MU552,9244.034182063435,9446.510866922232,41.307,53.642790933765276,1.021903498069238,1.021903498069238,1.2986368154009071
851073813,20231106,LHR,PVG,VS250,9244.034182063435,10924.84322497545,41.307,43.56396743323619,1.1818263552263097,1.1818263552263097,1.0546388610462196
851082387,20231106,LHR,PVG,BA169,9244.034182063435,11185.61561131637,41.307,43.316709305219376,1.2100361585659498,1.2100361585659498,1.0486529959866215
830804976,20230809,LHR,PVG,MU552,9244.034182063435,9658.260153503656,41.307,52.04642558284167,1.044810086514388,1.044810086514388,1.2599904515661189
844844001,20231008,LHR,PVG,MU552,9244.034182063435,9587.718904061336,41.307,51.711475725860545,1.0371790838533208,1.0371790838533208,1.2518816599089875
838194526,20230909,LHR,PVG,MU552,9244.034182063435,9511.338597891428,41.307,53.68119832396908,1.0289164244271896,1.0289164244271896,1.2995666188289896
857478406,20231206,LHR,PVG,BA169,9244.034182063435,10969.510320779944,41.307,43.41883504613336,1.1866583468573189,1.1866583468573189,1.0511253551730544
857479204,20231206,LHR,PVG,VS250,9244.034182063435,10975.013974742824,41.307,43.45384009898014,1.1872537204630937,1.1872537204630937,1.0519727915118535
823832755,20230712,LHR,PVG,BA169,9244.034182063435,11005.839127201669,41.307,43.35455455867031,1.1905883200385319,1.1905883200385319,1.0495691906618807
851178126,20231106,LHR,PVG,MU552,9244.034182063435,9446.758567456705,41.307,53.5179774325748,1.021930293787384,1.021930293787384,1.2956152088647155
844984167,20231009,LHR,PVG,BA169,9244.034182063435,10939.110270668534,41.307,43.50464065030157,1.1833697339516682,1.1833697339516682,1.0532026206285028
