,flight_id,date,origin,destination,airline_code,GCD,actual_distance,mean_latitude,actual_latitude,geta,zeta_1,zeta_2,z_score_dist,rolling_geta_30D,rolling_zeta_1_30D,rolling_zeta_2_30D,pre_footprint_first_30D,pre_footprint_business_30D,pre_footprint_premium_economy_30D,pre_footprint_economy_30D,post_footprint_first_30D,post_footprint_business_30D,post_footprint_premium_economy_30D,post_footprint_economy_30D,actual_footprint_first_30D,actual_footprint_business_30D,actual_footprint_premium_economy_30D,actual_footprint_economy_30D
4,520797140,2019-01-01,NRT,HEL,JL413,7831.487310198503,7945.787491817816,48.0415325,58.43060169003807,1.0145949520304356,1.0145949520304356,1.2162518273129206,-0.4133132820710281,,,,6808.179797940145,5571.5988812357355,2728.5078324508895,2107.7899039163335,,,,,8902.243905077908,7284.9240598029955,3564.9436661542118,2753.2613687585135
5,520798332,2019-01-01,NRT,HEL,AY74,7831.487310198503,7946.018477824188,48.0415325,58.444216834725886,1.0146244465564718,1.0146244465564718,1.2165352309426407,-0.4123469733500617,,,,6808.179797940145,5571.5988812357355,2728.5078324508895,2107.7899039163335,,,,,8906.589997401312,7288.479953522145,3566.679633712935,2754.60100232979
16,520937638,2019-01-02,NRT,HEL,AY74,7831.487310198503,8075.821143353495,48.0415325,57.43658384677169,1.031198905581678,1.031198905581678,1.1955610251769484,0.130670543925108,1.0146244465564718,1.0146244465564718,1.2165352309426407,6808.179797940145,5571.5988812357355,2728.5078324508895,2107.7899039163335,8906.589997401312,7288.479953522145,3566.679633712935,2754.60100232979,8756.259275036542,7165.482089769152,3506.632759950189,2708.263265464513
15,520935032,2019-01-02,NRT,HEL,JL413,7831.487310198503,8011.963243389934,48.0415325,58.5240286914068,1.0230449116550837,1.0230449116550837,1.218196540491434,-0.1364731095215919,1.0145949520304356,1.0145949520304356,1.2162518273129206,6808.179797940145,5571.5988812357355,2728.5078324508895,2107.7899039163335,8902.243905077908,7284.9240598029955,3564.9436661542118,2753.2613687585135,9004.56461094759,7368.641000969099,3605.8138117373855,2784.8005636075495
28,521110802,2019-01-03,NRT,HEL,JL413,7831.487310198503,8003.776613762559,48.0415325,58.47357156953096,1.0219995636511718,1.0219995636511718,1.2171462592191653,-0.1707211218946903,1.0188199318427595,1.0188199318427595,1.2172241839021773,6808.179797940145,5571.5988812357355,2728.5078324508895,2107.7899039163335,8953.319347274479,7326.713057963825,3585.3448228952284,2769.0047934128543,8980.052793533683,7348.5858776304485,3596.023011940808,2777.245074433092
29,521113110,2019-01-03,NRT,HEL,AY74,7831.487310198503,8037.733746627315,48.0415325,58.78230371507903,1.0263355386096622,1.0263355386096622,1.2235726184438231,-0.028664578550133657,1.0229116760690748,1.0229116760690748,1.2060481280597946,6808.179797940145,5571.5988812357355,2728.5078324508895,2107.7899039163335,8829.603626735394,7225.491104795485,3535.928827702628,2730.870828417142,9113.25366345249,7457.5684075640165,3649.2276775958767,2818.302728939315
45,521292169,2019-01-04,NRT,HEL,AY74,7831.487310198503,8164.39364470613,48.0415325,58.512583370711134,1.042508698708367,1.042508698708367,1.217958302448223,0.5012054600397534,1.024052963582604,1.024052963582604,1.2118896248544708,6808.179797940145,5571.5988812357355,2728.5078324508895,2107.7899039163335,8922.06805517009,7301.143818969326,3572.8620624694413,2759.3719377499956,9171.879008227557,7505.534598743618,3672.6445056509183,2836.3733252691295
44,521289384,2019-01-04,NRT,HEL,JL413,7831.487310198503,8006.784673723946,48.0415325,58.22729472191481,1.022383661823363,1.022383661823363,1.212019927172698,-0.15813717960516394,1.0198798091122303,1.0198798091122303,1.21719820900784,6808.179797940145,5571.5988812357355,2728.5078324508895,2107.7899039163335,8962.231243584378,7334.004609490107,3588.9045178417387,2771.7517841788313,8909.424343313705,7290.7989638141025,3567.811761654078,2755.474657248809
62,521475021,2019-01-05,NRT,HEL,AY74,7831.487310198503,8053.36902427773,48.0415325,58.47970907843747,1.0283320019928122,1.0283320019928122,1.2172740134473743,0.036744168003839166,1.0286668973640447,1.0286668973640447,1.2134067942529088,6808.179797940145,5571.5988812357355,2728.5078324508895,2107.7899039163335,8984.030875016253,7351.8406715707315,3597.6119842602666,2778.471272844623,9037.422377856063,7395.524628439667,3618.9382493150315,2794.9285968733707
57,521472748,2019-01-05,NRT,HEL,JL413,7831.487310198503,7997.565780288347,48.0415325,58.08850053386764,1.0212065043984135,1.0212065043984135,1.209130881365361,-0.19670357271434932,1.0205057722900135,1.0205057722900135,1.2159036385490545,6808.179797940145,5571.5988812357355,2728.5078324508895,2107.7899039163335,8948.924241492956,7323.117062324398,3583.5892778018133,2767.6500520000836,8858.180707944508,7248.872353057486,3547.3434232083137,2739.6793889602923
77,521643552,2019-01-06,NRT,HEL,AY74,7831.487310198503,8003.408858401468,48.0415325,59.32427412514264,1.0219526050918937,1.0219526050918937,1.2348539074006983,-0.1722595926366407,1.0285999182897982,1.0285999182897982,1.2141802380918019,6808.179797940145,5571.5988812357355,2728.5078324508895,2107.7899039163335,8994.645152539666,7360.5250804535235,3601.85166443013,2781.743003274424,9246.509424446056,7566.5958483769355,3702.454268492739,2859.3773029955705
72,521641788,2019-01-06,NRT,HEL,JL413,7831.487310198503,8078.459840281673,48.0415325,59.785638631128094,1.0315358399114751,1.0315358399114751,1.2444573584560004,0.14170928992418044,1.0206459187116936,1.0206459187116936,1.214549087112316,6808.179797940145,5571.5988812357355,2728.5078324508895,2107.7899039163335,8930.583081271208,7308.1106585066045,3576.2632348268767,2761.996597784005,9486.691757571152,7763.108666388377,3798.3907345080474,2933.410777836687
91,521808224,2019-01-07,NRT,HEL,JL413,7831.487310198503,8022.113400403541,48.0415325,59.23916217315706,1.024340981815395,1.024340981815395,1.2330822746580172,-0.09401086085353526,1.0224609055783238,1.0224609055783238,1.2195337990029298,6808.179797940145,5571.5988812357355,2728.5078324508895,2107.7899039163335,9019.060986151597,7380.50167159056,3611.6041252421683,2789.268906532648,9240.494824315803,7561.674811906729,3700.0518458270753,2857.5233708531487
92,521809941,2019-01-07,NRT,HEL,AY74,7831.487310198503,8025.335670131988,48.0415325,59.61199434312766,1.0247524323612256,1.0247524323612256,1.2408428965734526,-0.08053079169781271,1.027492032756814,1.027492032756814,1.2176258496432846,6808.179797940145,5571.5988812357355,2728.5078324508895,2107.7899039163335,9035.219868531027,7393.722575355547,3618.0584970107698,2794.2496984024433,9366.36272297103,7664.657638079186,3750.3274894376573,2896.3207202965923
100,521982615,2019-01-08,NRT,HEL,JL413,7831.487310198503,8022.081964846234,48.0415325,59.37650587345215,1.0243369678195775,1.0243369678195775,1.2359411280947823,-0.09414236861736712,1.0227294878979054,1.0227294878979054,1.221469295525085,6808.179797940145,5571.5988812357355,2728.5078324508895,2107.7899039163335,9050.011200065037,7405.824573883374,3623.966625458729,2798.808958264489,9285.036838712696,7598.118278231457,3717.8433436231066,2871.2529406317362
101,521985455,2019-01-08,NRT,HEL,AY74,7831.487310198503,8116.64803415706,48.0415325,59.38204133089429,1.0364120776378207,1.0364120776378207,1.2360563504275033,0.3014660880059069,1.02710066127173,1.02710066127173,1.2209425706333086,6808.179797940145,5571.5988812357355,2728.5078324508895,2107.7899039163335,9080.756891511819,7430.9801396125595,3636.2474328945746,2808.285968270103,9396.041935639652,7688.940630262607,3762.182311316091,2905.4690003379155
111,522155550,2019-01-09,NRT,HEL,JL413,7831.487310198503,8154.272804225896,48.0415325,59.45576117573808,1.041216371966414,1.041216371966414,1.237590852784267,0.4588658543937222,1.0229304228881144,1.0229304228881144,1.2232782745962973,6808.179797940145,5571.5988812357355,2728.5078324508895,2107.7899039163335,9078.699314288575,7429.2966673389965,3635.4255710832454,2807.651743472597,9464.019297080824,7744.558471441746,3789.3346323917403,2926.42224953214
119,522158293,2019-01-09,NRT,HEL,AY74,7831.487310198503,8185.552535496698,48.0415325,59.61824204892793,1.0452104704092562,1.0452104704092562,1.240972944585561,0.5897217343284084,1.0282645883174915,1.0282645883174915,1.222831793107583,6808.179797940145,5571.5988812357355,2728.5078324508895,2107.7899039163335,9119.22374204188,7462.453017318972,3651.612316941526,2820.1429378226926,9555.001402888029,7818.998376193093,3825.6757803363216,2954.466449759644
126,522336543,2019-01-10,NRT,HEL,AY74,7831.487310198503,8014.97663041034,48.0415325,58.96598518884234,1.0234296900376625,1.0234296900376625,1.2273960075866093,-0.12386688197043036,1.0301474641054653,1.0301474641054653,1.224847476605136,6808.179797940145,5571.5988812357355,2728.5078324508895,2107.7899039163335,9166.249046184974,7500.928266163321,3670.395719675954,2834.637953446344,9145.105444973186,7483.628956080949,3661.9502926010186,2828.1206786410066
125,522333617,2019-01-10,NRT,HEL,JL413,7831.487310198503,7950.946816246989,48.0415325,58.065570065147526,1.0152537444442924,1.0152537444442924,1.2086535762602395,-0.3917297226662764,1.0249621950079255,1.0249621950079255,1.2248685610616272,6808.179797940145,5571.5988812357355,2728.5078324508895,2107.7899039163335,9120.546043522267,7463.534900348379,3652.1404862260206,2820.550522227868,8799.989680226441,7201.261512197249,3524.1000752050177,2721.7426659278763
