flight_id,date,origin,destination,airline_code,GCD,actual_distance,mean_latitude,actual_latitude,geta,zeta_1,zeta_2
520796053,20190101,ICN,FRA,OZ541,8546.290590793822,8903.382863775108,43.749671,53.164401898354996,1.0417833057731445,1.0417833057731445,1.2151954673751717
520796370,20190101,ICN,FRA,KE905,8546.290590793822,8832.8238204677,43.749671,54.80567369458002,1.0335272041864028,1.0335272041864028,1.252710533402183
530909481,20190228,ICN,FRA,KE905,8546.290590793822,8930.21449351282,43.749671,54.81224340847733,1.0449228701786206,1.0449228701786206,1.252860699420513
530910965,20190228,ICN,FRA,OZ541,8546.290590793822,8901.944916283172,43.749671,53.27002119832634,1.041615051783105,1.041615051783105,1.2176096409576735
525953212,20190131,ICN,FRA,KE905,8546.290590793822,9031.949442981793,43.749671,54.39140546271732,1.0568268592120105,1.0568268592120105,1.2432414740379951
525954170,20190131,ICN,FRA,OZ541,8546.290590793822,9038.28076514485,43.749671,53.65572531590414,1.0575676861351995,1.0575676861351995,1.226425801371264
520814322,20190101,ICN,FRA,LH713,8546.290590793822,8902.71660304971,43.749671,53.25067142501878,1.041705346719644,1.041705346719644,1.2171673570989547
536106045,20190328,ICN,FRA,OZ541,8546.290590793822,8960.908638234892,43.749671,53.05969056498909,1.0485143868016495,1.0485143868016495,1.2128020474711476
536119435,20190328,ICN,FRA,KE905,8546.290590793822,9051.02068360297,43.749671,53.88411974057616,1.0590583818145443,1.0590583818145443,1.2316462846218013
530935607,20190228,ICN,FRA,LH713,8546.290590793822,8903.428213231868,43.749671,53.39599766584045,1.041788612105322,1.041788612105322,1.2204891247259997
547488214,20190524,ICN,FRA,LH8387,8546.290590793822,8938.282250216713,43.749671,52.72248040281427,1.045866877010378,1.045866877010378,1.205094328659392
541782336,20190426,ICN,FRA,OZ541,8546.290590793822,8943.039263744155,43.749671,53.02998941265754,1.0464234943494333,1.0464234943494333,1.2121231588840415
541785908,20190426,ICN,FRA,KE905,8546.290590793822,8943.10835680783,43.749671,53.132649429295085,1.0464315789169942,1.0464315789169942,1.2144696911959654
541794692,20190426,ICN,FRA,LH713,8546.290590793822,8944.411183562517,43.749671,52.954954724944834,1.0465840224526832,1.0465840224526832,1.210408067410263
525979511,20190131,ICN,FRA,LH713,8546.290590793822,9102.344375390763,43.749671,54.38217116098233,1.0650637582106006,1.0650637582106006,1.2430304026967958
531023040,20190228,ICN,FRA,LH8385,8546.290590793822,8878.528754266707,43.749671,53.05781471695737,1.0388751306714021,1.0388751306714021,1.2127591706222745
520934801,20190102,ICN,FRA,OZ541,8546.290590793822,8905.146158490808,43.749671,53.056427856739695,1.0419896285861787,1.0419896285861787,1.2127274707217728
536228974,20190328,ICN,FRA,LH8385,8546.290590793822,9016.810426123588,43.749671,51.48980816866255,1.0550554454392898,1.0550554454392898,1.1769187514270119
547578840,20190525,ICN,FRA,KE905,8546.290590793822,8925.278863628999,43.749671,53.46392156348959,1.0443453529702615,1.0443453529702615,1.2220416826332154
547580628,20190525,ICN,FRA,OZ541,8546.290590793822,8952.126179624489,43.749671,53.361013249282124,1.0474867528220768,1.0474867528220768,1.2196894749055855
547593324,20190525,ICN,FRA,LH713,8546.290590793822,8946.484517094745,43.749671,53.492582191193975,1.0468266228546004,1.0468266228546004,1.2226967876214194
541894775,20190426,ICN,FRA,LH8387,8546.290590793822,8961.870714968734,43.749671,54.890970096814804,1.0486269592356923,1.0486269592356923,1.2546601801146071
526060500,20190131,ICN,FRA,LH8385,8546.290590793822,8943.918363648778,43.749671,54.96792001571101,1.0465263576788841,1.0465263576788841,1.2564190486303546
520945659,20190102,ICN,FRA,KE905,8546.290590793822,8859.42380716802,43.749671,54.63329273104745,1.0366396640797013,1.0366396640797013,1.2487703674628192
520956187,20190102,ICN,FRA,LH713,8546.290590793822,8924.675901540892,43.749671,52.77324947848161,1.044274800479482,1.044274800479482,1.20625477340119
531105864,20190301,ICN,FRA,OZ541,8546.290590793822,8906.13439938427,43.749671,52.85589361941343,1.0421052624840625,1.0421052624840625,1.2081437965422284
531116795,20190301,ICN,FRA,KE905,8546.290590793822,8940.399445126037,43.749671,54.246048188175294,1.0461146096245257,1.0461146096245257,1.2399189970634361
536312225,20190329,ICN,FRA,OZ541,8546.290590793822,8996.820667579941,43.749671,51.93442273518945,1.0527164472117805,1.0527164472117805,1.187081446513951
536318127,20190329,ICN,FRA,KE905,8546.290590793822,9060.298532360424,43.749671,53.834960779784694,1.0601439813104763,1.0601439813104763,1.2305226427824953
526136770,20190201,ICN,FRA,OZ541,8546.290590793822,8821.127108466828,43.749671,53.57649632834633,1.0321585739161576,1.0321585739161576,1.2246148394657947
526151420,20190201,ICN,FRA,KE905,8546.290590793822,9035.795029586168,43.749671,54.57509274196696,1.0572768306427174,1.0572768306427174,1.2474400719943006
547699649,20190525,ICN,FRA,LH8385,8546.290590793822,8929.213322562144,43.749671,53.66294646618449,1.044805723336954,1.044805723336954,1.2265908574760367
541979953,20190427,ICN,FRA,OZ541,8546.290590793822,8894.924377356361,43.749671,53.41405057097983,1.0407935797242949,1.0407935797242949,1.2209017656608168
541985699,20190427,ICN,FRA,KE905,8546.290590793822,8903.32383088321,43.749671,53.54487738196931,1.0417763983445623,1.0417763983445623,1.2238921152565767
541995828,20190427,ICN,FRA,LH713,8546.290590793822,9003.463625768445,43.749671,54.75299656242646,1.053493738612995,1.053493738612995,1.25150647561273
531128360,20190301,ICN,FRA,LH713,8546.290590793822,8903.773085206734,43.749671,53.21822482629515,1.0418289655161033,1.0418289655161033,1.2164257149795514
