,flight_id,date,origin,destination,airline_code,GCD,actual_distance,mean_latitude,actual_latitude,geta,zeta_1,zeta_2,z_score_dist,rolling_geta_30D,rolling_zeta_1_30D,rolling_zeta_2_30D,pre_footprint_first,pre_footprint_business,pre_footprint_premium_economy,pre_footprint_economy,post_footprint_first_30D,post_footprint_business_30D,post_footprint_premium_economy_30D,post_footprint_economy_30D,rolling_geta_7D,rolling_zeta_1_7D,rolling_zeta_2_7D,post_footprint_first_7D,post_footprint_business_7D,post_footprint_premium_economy_7D,post_footprint_economy_7D,actual_footprint_first,actual_footprint_business,actual_footprint_premium_economy,actual_footprint_economy
272,783745864,2023-01-01,LHR,ICN,KE908,8863.736032710949,10805.158319660952,44.4698505,42.97081235098479,1.2190297950870073,1.2190297950870073,0.9662909109843936,0.11447022402583916,,,,2159.941457150825,1768.8179463925346,872.9209856773471,676.252787312642,,,,,,,,,,,,2627.499828814935,2151.3657050268066,1059.678676177273,820.3723422147896
285,783920047,2023-01-02,LHR,ICN,OZ522,8863.736032710949,10830.10881813242,44.4698505,42.92978343883681,1.2218446914669754,1.2218446914669754,0.9653682878658836,0.1360460485698333,,,,2159.941457150825,1768.8179463925346,872.9209856773471,676.252787312642,,,,,,,,,,,,2633.508729874712,2156.2820786211696,1062.0788224528544,822.2245176834994
284,783907301,2023-01-02,LHR,ICN,KE908,8863.736032710949,10848.313371991077,44.4698505,42.96330104492828,1.2238985154743094,1.2238985154743094,0.966122003151962,0.15178834968679267,1.2190297950870073,1.2190297950870073,0.9662909109843936,2159.941457150825,1768.8179463925346,872.9209856773471,676.252787312642,2627.499828814935,2151.3657050268066,1059.678676177273,820.3723422147896,1.2190297950870073,1.2190297950870073,0.9662909109843936,2627.499828814935,2151.3657050268066,1059.678676177273,820.3723422147896,2637.892985487846,2159.869196850097,1063.8300336437824,823.5759146551613
290,784075302,2023-01-03,LHR,ICN,KE908,8863.736032710949,10837.218106610144,44.4698505,42.989243575837534,1.2226467560198326,1.2226467560198326,0.9667053766199988,0.1421937718709702,1.2214641552806582,1.2214641552806582,0.9662064570681778,2159.941457150825,1768.8179463925346,872.9209856773471,676.252787312642,2632.6964071513903,2155.617450938452,1061.7543549105276,821.9741284349753,1.2214641552806582,1.2214641552806582,0.9662064570681778,2632.6964071513903,2155.617450938452,1061.7543549105276,821.9741284349753,2635.220880480316,2157.6829291166637,1062.7627098822518,822.7522686514197
299,784248781,2023-01-04,LHR,ICN,KE908,8863.736032710949,10834.07267855872,44.4698505,42.97035808928312,1.2222918912043852,1.2222918912043852,0.9662806959353982,0.13947377796660396,1.2218583555270497,1.2218583555270497,0.9663727635854514,2159.941457150825,1768.8179463925346,872.9209856773471,676.252787312642,2633.5378982610323,2156.305943664522,1062.0904732344356,822.2335085071235,1.2218583555270497,1.2218583555270497,0.9663727635854514,2633.5378982610323,2156.305943664522,1062.0904732344356,822.2335085071235,2634.4633579012275,2157.063137915591,1062.4601312611728,822.5187709246269
301,784263865,2023-01-04,LHR,ICN,KE540,8863.736032710949,10833.89456274266,44.4698505,42.93310532735404,1.2222717963126373,1.2222717963126373,0.9654429876564132,0.13931975316424577,1.2219667394463836,1.2219667394463836,0.9663497466729382,2159.941457150825,1768.8179463925346,872.9209856773471,676.252787312642,2633.769263171081,2156.4952422272895,1062.1828877411199,822.3048241114993,1.2219667394463836,1.2219667394463836,0.9663497466729382,2633.769263171081,2156.4952422272895,1062.1828877411199,822.3048241114993,2634.4204617515934,2157.0280410658906,1062.4429971741313,822.5055486739584
300,784262576,2023-01-04,LHR,ICN,OZ522,8863.736032710949,10824.720409835989,44.4698505,42.8900931614116,1.22123677531553,1.22123677531553,0.9644757668211994,0.131386448197194,1.2218446914669754,1.2218446914669754,0.9653682878658836,2159.941457150825,1768.8179463925346,872.9209856773471,676.252787312642,2633.508729874712,2156.2820786211696,1062.0788224528544,822.2245176834994,1.2218446914669754,1.2218446914669754,0.9653682878658836,2633.508729874712,2156.2820786211696,1062.0788224528544,822.2245176834994,2632.211023844511,2155.2203191419144,1061.5604773737457,821.8245145463493
313,784426400,2023-01-05,LHR,ICN,KE908,8863.736032710949,10826.358992729489,44.4698505,42.984925140999685,1.2214216389991337,1.2214216389991337,0.9666082673473276,0.13280340493861437,1.2220277508196342,1.2220277508196342,0.9661683948696332,2159.941457150825,1768.8179463925346,872.9209856773471,676.252787312642,2633.899502887183,2156.6018019950097,1062.2349096277221,822.3449690239911,1.2220277508196342,1.2220277508196342,0.9661683948696332,2633.899502887183,2156.6018019950097,1062.2349096277221,822.3449690239911,2632.6056485249173,2155.543193880428,1061.7181030273396,821.946153119713
322,784631308,2023-01-06,LHR,ICN,OZ522,8863.736032710949,10833.708105316104,44.4698505,42.88723727896453,1.2222507603266977,1.2222507603266977,0.9644115461769888,0.13915851499399812,1.2215407333912527,1.2215407333912527,0.9649220273435415,2159.941457150825,1768.8179463925346,872.9209856773471,676.252787312642,2632.8598768596116,2155.7511988815418,1061.8196499133,822.0245161149243,1.2215407333912527,1.2215407333912527,0.9649220273435415,2632.8598768596116,2155.7511988815418,1061.8196499133,822.0245161149243,2634.37555666766,2156.9913005426724,1062.4250606548103,822.491707192121
321,784620568,2023-01-06,LHR,ICN,KE908,8863.736032710949,10840.818097820838,44.4698505,42.95876246350102,1.2230529043073504,1.2230529043073504,0.9660199434108964,0.14530684709913405,1.2219267321828842,1.2219267321828842,0.9662417069492489,2159.941457150825,1768.8179463925346,872.9209856773471,676.252787312642,2633.6838604934724,2156.425367309246,1062.148775194325,822.2784997066115,1.2219267321828842,1.2219267321828842,0.9662417069492489,2633.6838604934724,2156.425367309246,1062.148775194325,822.2784997066115,2636.087876826135,2158.392289763243,1063.1090158090194,823.0195104227873
